locus_tag,gene_name,accession,old_locus_tag,start,stop,strand,gene_product,COG,uniprot,operon
Rv3648c,cspA,NC_000962.3,,4088328,4088531,-,cold shock protein A,Transcription,P9WP75,Op2279
Rv3649,Rv3649,NC_000962.3,,4088781,4091096,+,helicase,"Replication, recombination and repair",O06359,Op2280
Rv3650,PE33,NC_000962.3,,4091233,4091517,+,PE family protein PE33,Lipid transport and metabolism,I6X7Z8,Op2281
Rv3651,Rv3651,NC_000962.3,,4091841,4092878,+,hypothetical protein,No COG annotation,I6YCP0,Op2282
Rv3652,PE_PGRS60,NC_000962.3,,4093632,4093946,+,PE-PGRS family-related protein PE_PGRS60,Function unknown,Q6MWV1,Op2283
Rv3653,PE_PGRS61,NC_000962.3,,4093940,4094527,+,PE-PGRS family-related protein PE_PGRS61,No COG annotation,Q6MWV0,Op2283
Rv3654c,Rv3654c,NC_000962.3,,4094660,4094983,-,hypothetical protein,Function unknown,UPI00005F6385,Op2284
Rv3655c,Rv3655c,NC_000962.3,,4094923,4095300,-,hypothetical protein,No COG annotation,O69623,Op2284
Rv3656c,Rv3656c,NC_000962.3,,4095324,4095530,-,hypothetical protein,Function unknown,O69624,Op2284
Rv3657c,Rv3657c,NC_000962.3,,4095540,4096115,-,membrane protein,Cell motility,O69625,Op2284
Rv3658c,Rv3658c,NC_000962.3,,4096139,4096939,-,transmembrane protein,"Intracellular trafficking, secretion, and vesicular transport",I6Y479,Op2284
Rv3659c,Rv3659c,NC_000962.3,,4096936,4097994,-,conjugal transfer protein,"Intracellular trafficking, secretion, and vesicular transport",P9WMT3,Op2284
Rv3660c,Rv3660c,NC_000962.3,,4098096,4099148,-,hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",P9WKX7,Op2285
Rv3661,Rv3661,NC_000962.3,,4099647,4100510,+,hypothetical protein,Amino acid transport and metabolism,P9WGJ1,Op2286
Rv3662c,Rv3662c,NC_000962.3,,4101265,4102035,-,hypothetical protein,Function unknown,I6YCP7,Op2287
Rv3663c,dppD,NC_000962.3,,4102032,4103678,-,dipeptide ABC transporter ATP-binding protein DppD,Inorganic ion transport and metabolism,I6Y482,Op2287
Rv3664c,dppC,NC_000962.3,,4103675,4104475,-,dipeptide ABC transporter permease DppC,Amino acid transport and metabolism,L0TEV4,Op2287
Rv3665c,dppB,NC_000962.3,,4104531,4105457,-,dipeptide ABC transporter permease DppB,Inorganic ion transport and metabolism,I6YGV9,Op2287
Rv3666c,dppA,NC_000962.3,,4105459,4107084,-,dipeptide ABC transporter substrate-binding lipoprotein DppA,Amino acid transport and metabolism,I6X811,Op2287
Rv3667,acs,NC_000962.3,,4107792,4109747,+,acetyl-CoAsynthetase,Lipid transport and metabolism,P9WQD1,Op2288
Rv3668c,Rv3668c,NC_000962.3,,4109783,4110481,-,protease,"Post-translational modification, protein turnover,and chaperones",I6YGW2,Op2289
Rv3669,Rv3669,NC_000962.3,,4110827,4111345,+,transmembrane protein,Function unknown,O69637,Op2290
Rv3670,ephE,NC_000962.3,,4111346,4112329,+,epoxide hydrolase EphE,Function unknown,I6YCQ4,Op2290
Rv3671c,Rv3671c,NC_000962.3,,4112322,4113515,-,serine protease,"Post-translational modification, protein turnover,and chaperones",P9WHR9,Op2291
Rv3672c,Rv3672c,NC_000962.3,,4113521,4114342,-,hypothetical protein,"Replication, recombination and repair",I6XHX8,Op2291
Rv3673c,Rv3673c,NC_000962.3,,4114474,4115157,-,membrane-anchored thioredoxin-like protein,Energy production and conversion,I6YGW6,Op2292
Rv3674c,nth,NC_000962.3,,4115157,4115894,-,endonuclease III,"Replication, recombination and repair",P9WQ11,Op2292
Rv3675,Rv3675,NC_000962.3,,4116002,4116379,+,membrane protein,No COG annotation,I6YCQ7,Op2293
Rv3676,crp,NC_000962.3,,4116478,4117152,+,cAMP receptor protein,Transcription,P9WMH3,Op2294
Rv3677c,Rv3677c,NC_000962.3,,4117258,4118052,-,beta lactamase,Function unknown,I6XHY3,Op2295
Rv3678c,Rv3678c,NC_000962.3,,4118059,4118514,-,hypothetical protein,"Translation, ribosomal structure and biogenesis",I6YGW9,Op2295
Rv3678A,Rv3678A,NC_000962.3,,4118530,4118691,-,hypothetical protein,Function unknown,I6X824,Op2295
Rv3679,Rv3679,NC_000962.3,,4118776,4119798,+,anion transporter ATPase,Inorganic ion transport and metabolism,P9WKX5,Op2296
Rv3680,Rv3680,NC_000962.3,,4119795,4120955,+,anion transporter ATPase,"Cell cycle control, cell division, chromosome partitioning",I6Y498,Op2296
Rv3681c,whiB4,NC_000962.3,,4121198,4121554,-,transcriptional regulator WhiB4,Transcription,P9WF39,Op2297
Rv3682,ponA2,NC_000962.3,,4121916,4124348,+,bifunctional penicillin-insensitive transglycosylase/penicillin-sensitive transpeptidase,Cell wall/membrane/envelope biogenesis,I6YGX2,Op2298
Rv3683,Rv3683,NC_000962.3,,4124417,4125376,+,hypothetical protein,Function unknown,I6X827,Op2299
Rv3684,Rv3684,NC_000962.3,,4125439,4126479,+,lyase,Amino acid transport and metabolism,O69652,Op2300
Rv3685c,cyp137,NC_000962.3,,4127295,4128725,-,cytochrome P450 Cyp137,Energy production and conversion,P9WPM5,Op2301
Rv3686c,Rv3686c,NC_000962.3,,4128751,4129083,-,hypothetical protein,No COG annotation,O69654,Op2301
Rv3687c,rsfB,NC_000962.3,,4129323,4129691,-,anti-anti-sigma factor RsfB,Signal transduction mechanisms,P9WGE1,Op2302
Rv3688c,Rv3688c,NC_000962.3,,4129893,4130357,-,hypothetical protein,Function unknown,I6X831,Op2303
Rv3689,Rv3689,NC_000962.3,,4130357,4131712,+,transmembrane protein,RNA processing and modification,I6YCR8,Op2304
Rv3690,Rv3690,NC_000962.3,,4131739,4132392,+,membrane protein,Function unknown,O69658,Op2304
Rv3691,Rv3691,NC_000962.3,,4132518,4133519,+,hypothetical protein,No COG annotation,O69659,Op2305
Rv3692,moxR2,NC_000962.3,,4133516,4134592,+,methanol dehydrogenase transcriptional regulator MoxR,Function unknown,I6YGX9,Op2305
Rv3693,Rv3693,NC_000962.3,,4134726,4136048,+,membrane protein,Function unknown,O69661,Op2306
Rv3694c,Rv3694c,NC_000962.3,,4136122,4137114,-,transmembrane protein,Function unknown,O69662,Op2307
Rv3695,Rv3695,NC_000962.3,,4137206,4138138,+,membrane protein,Function unknown,O69663,Op2308
Rv3696c,glpK,NC_000962.3,,4138202,4139755,-,glycerol kinase,Nucleotide transport and metabolism,P9WPK1,Op2309
Rv3697c,vapC48,NC_000962.3,,4139805,4140242,-,ribonuclease VapC48,Function unknown,P9WF47,Op2310
Rv3697A,vapB48,NC_000962.3,,4140239,4140463,-,antitoxin VapB48,No COG annotation,P9WJ15,Op2310
Rv3698,Rv3698,NC_000962.3,,4140493,4142022,+,hypothetical protein,Function unknown,I6YCS6,Op2311
Rv3699,Rv3699,NC_000962.3,,4142044,4142745,+,hypothetical protein,"Secondary metabolites biosynthesis, transport, and catabolism",O69667,Op2311
Rv3700c,egtE,NC_000962.3,,4142748,4143920,-,pyridoxal-phosphate-dependent protein EgtE,Amino acid transport and metabolism,O69668,Op2312
Rv3701c,egtD,NC_000962.3,,4143951,4144916,-,histidine-specific methyltransferase EtgD,Function unknown,P9WN47,Op2312
Rv3702c,egtC,NC_000962.3,,4144913,4145614,-,amidohydrolase EgtC,Function unknown,O69670,Op2312
Rv3703c,etgB,NC_000962.3,,4145614,4146891,-,iron(II)-dependent oxidoreductase EgtB,Function unknown,O69671,Op2312
Rv3704c,gshA,NC_000962.3,,4146888,4148186,-,glutamate--cysteine ligase,Coenzyme transport and metabolism,P9WPK7,Op2312
Rv3705c,Rv3705c,NC_000962.3,,4148318,4148962,-,hypothetical protein,Function unknown,I6XI06,Op2313
Rv3705A,Rv3705A,NC_000962.3,,4149091,4149480,-,hypothetical protein,No COG annotation,I6YGY9,Op2314
Rv3706c,Rv3706c,NC_000962.3,,4149591,4149911,-,hypothetical protein,No COG annotation,I6X849,Op2315
Rv3707c,Rv3707c,NC_000962.3,,4150030,4151040,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,I6Y4C4,Op2316
Rv3708c,asd,NC_000962.3,,4151180,4152217,-,aspartate-semialdehyde dehydrogenase,Amino acid transport and metabolism,P9WNX5,Op2317
Rv3709c,ask,NC_000962.3,,4152218,4153483,-,aspartokinase,Amino acid transport and metabolism,P9WPX3,Op2317
Rv3710,leuA,NC_000962.3,,4153740,4155674,+,2-isopropylmalate synthase,Amino acid transport and metabolism,P9WQB3,Op2318
Rv3711c,dnaQ,NC_000962.3,,4155740,4156729,-,DNA polymerase III subunit epsilon,"Replication, recombination and repair",O69678,Op2319
Rv3712,Rv3712,NC_000962.3,,4156981,4158222,+,ligase,Cell wall/membrane/envelope biogenesis,I6Y4C7,Op2320
Rv3713,cobQ2,NC_000962.3,,4158227,4158922,+,cobyric acid synthase CobQ,Function unknown,I6XI14,Op2320
Rv3714c,Rv3714c,NC_000962.3,,4158931,4159821,-,hypothetical protein,Transcription,O69681,Op2321
Rv3715c,recR,NC_000962.3,,4159889,4160500,-,recombination protein RecR,"Replication, recombination and repair",P9WHI3,Op2322
Rv3716c,Rv3716c,NC_000962.3,,4160512,4160913,-,hypothetical protein,Function unknown,P9WNR9,Op2322
Rv3717,Rv3717,NC_000962.3,,4161048,4161773,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,I6Y4D2,Op2323
Rv3718c,Rv3718c,NC_000962.3,,4161815,4162258,-,hypothetical protein,Function unknown,I6XI16,Op2324
Rv3719,Rv3719,NC_000962.3,,4162306,4163718,+,hypothetical protein,Energy production and conversion,O69686,Op2325
Rv3720,Rv3720,NC_000962.3,,4163736,4164998,+,fatty acid synthase,Cell wall/membrane/envelope biogenesis,O69687,Op2325
Rv3721c,dnaZX,NC_000962.3,,4164995,4166731,-,DNA polymerase III subunit gamma/tau,"Replication, recombination and repair",P9WNT9,Op2326
Rv3722c,Rv3722c,NC_000962.3,,4166821,4168128,-,hypothetical protein,Amino acid transport and metabolism,O69689,Op2327
Rv3723,Rv3723,NC_000962.3,,4168536,4169300,+,transmembrane protein,No COG annotation,O69690,Op2328
Rv3725,Rv3725,NC_000962.3,,4170214,4171143,+,oxidoreductase,Cell wall/membrane/envelope biogenesis,O69692,Op2329
Rv3726,Rv3726,NC_000962.3,,4171421,4172614,+,dehydrogenase,Amino acid transport and metabolism,O69693,Op2330
Rv3727,Rv3727,NC_000962.3,,4172955,4174763,+,oxidoreductase,"Secondary metabolites biosynthesis, transport, and catabolism",O69694,Op2331
Rv3728,Rv3728,NC_000962.3,,4174873,4178070,+,membrane protein,Amino acid transport and metabolism,O69695,Op2332
Rv3729,Rv3729,NC_000962.3,,4178285,4180615,+,transferase,"Secondary metabolites biosynthesis, transport, and catabolism",O69696,Op2333
Rv3730c,Rv3730c,NC_000962.3,,4180680,4181720,-,hypothetical protein,"Replication, recombination and repair",O69697,Op2334
Rv3731,ligC,NC_000962.3,,4181758,4182834,+,DNA ligase C,"Replication, recombination and repair",L0TDE1,Op2335
Rv3732,Rv3732,NC_000962.3,,4182934,4183992,+,hypothetical protein,Function unknown,O69699,Op2336
Rv3733c,Rv3733c,NC_000962.3,,4184012,4184512,-,hypothetical protein,"Replication, recombination and repair",O69700,Op2337
Rv3734c,tgs2,NC_000962.3,,4184526,4185890,-,diacyglycerol O-acyltransferase,Lipid transport and metabolism,P9WKC7,Op2337
Rv3735,Rv3735,NC_000962.3,,4186089,4186577,+,hypothetical protein,Function unknown,O69702,Op2338
Rv3736,Rv3736,NC_000962.3,,4186634,4187695,+,AraC/XylS family transcriptional regulator,Transcription,O69703,Op2339
Rv3737,Rv3737,NC_000962.3,,4187699,4189288,+,transmembrane protein,Function unknown,O69704,Op2339
Rv3738c,PPE66,NC_000962.3,,4189285,4190232,-,PPE family protein PPE66,Cell motility,P9WHX1,Op2340
Rv3739c,PPE67,NC_000962.3,,4190284,4190517,-,PPE family protein PPE67,Cell motility,Q79FA2,Op2341
Rv3740c,Rv3740c,NC_000962.3,,4190833,4192179,-,diacyglycerol O-acyltransferase,Lipid transport and metabolism,P9WKA5,Op2342
Rv3741c,Rv3741c,NC_000962.3,,4192179,4192853,-,oxidoreductase,Inorganic ion transport and metabolism,O69708,Op2342
Rv3742c,Rv3742c,NC_000962.3,,4192850,4193245,-,oxidoreductase,Inorganic ion transport and metabolism,O69709,Op2342
Rv3743c,ctpJ,NC_000962.3,,4193391,4195373,-,cation transporter ATPase J,Inorganic ion transport and metabolism,P9WPT7,Op2343
Rv3744,nmtR,NC_000962.3,,4195440,4195802,+,HTH-type transcriptional regulator NmtR,Transcription,O69711,Op2344
Rv3745c,Rv3745c,NC_000962.3,,4195886,4196098,-,hypothetical protein,Carbohydrate transport and metabolism,O69712,Op2345
Rv3746c,PE34,NC_000962.3,,4196171,4196506,-,PE family protein PE34,Function unknown,Q79FA1,Op2346
Rv3747,Rv3747,NC_000962.3,,4196724,4197107,+,hypothetical protein,No COG annotation,O69714,Op2347
Rv3748,Rv3748,NC_000962.3,,4197236,4197595,+,hypothetical protein,No COG annotation,O69715,Op2348
Rv3749c,Rv3749c,NC_000962.3,,4197628,4198137,-,hypothetical protein,Function unknown,L0TGF0,Op2349
Rv3750c,Rv3750c,NC_000962.3,,4198205,4198597,-,excisionase,Transcription,O69717,Op2350
Rv3752c,Rv3752c,NC_000962.3,,4199247,4199705,-,cytidine/deoxycytidylate deaminase,Nucleotide transport and metabolism,O69719,Op2351
Rv3753c,Rv3753c,NC_000962.3,,4199721,4200221,-,hypothetical protein,Function unknown,O69720,Op2351
Rv3754,tyrA,NC_000962.3,,4200421,4201326,+,prephenate dehydrogenase TyrA,Amino acid transport and metabolism,O69721,Op2352
Rv3755c,Rv3755c,NC_000962.3,,4201289,4201888,-,hypothetical protein,Function unknown,O86358,Op2353
Rv3756c,proZ,NC_000962.3,,4201894,4202613,-,glycine betaine/carnitine/choline/L-proline ABC transporter permease ProZ,Inorganic ion transport and metabolism,O69722,Op2353
Rv3757c,proW,NC_000962.3,,4202610,4203299,-,glycine betaine/carnitine/choline/L-proline ABC transporter permease ProW,Inorganic ion transport and metabolism,O69723,Op2353
Rv3758c,proV,NC_000962.3,,4203287,4204417,-,glycine betaine/carnitine/choline/L-proline ABC transporter ATP-binding protein ProV,Amino acid transport and metabolism,O69724,Op2353
Rv3759c,proX,NC_000962.3,,4204426,4205373,-,glycine betaine/carnitine/choline/L-proline ABC transporter substrate-binding lipoprotein ProX,Cell wall/membrane/envelope biogenesis,O69725,Op2353
Rv3760,Rv3760,NC_000962.3,,4205538,4205840,+,membrane protein,Function unknown,O69726,Op2354
Rv3761c,fadE36,NC_000962.3,,4205862,4206917,-,acyl-CoA dehydrogenase FadE36,Function unknown,O69727,Op2355
Rv3762c,Rv3762c,NC_000962.3,,4206996,4208876,-,hydrolase,"Secondary metabolites biosynthesis, transport, and catabolism",O69728,Op2356
Rv3763,lpqH,NC_000962.3,,4209047,4209526,+,lipoprotein LpqH,Function unknown,P9WK61,Op2357
Rv3764c,tcrY,NC_000962.3,,4209582,4211009,-,two component sensor kinase TcrY,Signal transduction mechanisms,O69729,Op2358
Rv3765c,tcrX,NC_000962.3,,4211080,4211784,-,two component transcriptional regulator TcrX,Transcription,O69730,Op2359
Rv3766,Rv3766,NC_000962.3,,4212293,4212982,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,O69731,Op2360
Rv3767c,Rv3767c,NC_000962.3,,4212996,4213940,-,S-adenosylmethionine-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",P9WFH5,Op2361
Rv3768,Rv3768,NC_000962.3,,4214070,4214429,+,hypothetical protein,Function unknown,P72035,Op2362
Rv3769,Rv3769,NC_000962.3,,4214615,4214887,+,hypothetical protein,No COG annotation,P72036,Op2363
Rv3770c,Rv3770c,NC_000962.3,,4215200,4215775,-,hypothetical protein,No COG annotation,P72037,Op2364
Rv3771c,Rv3771c,NC_000962.3,,4216404,4216730,-,hypothetical protein,"Replication, recombination and repair",P72038,Op2365
Rv3772,hisC2,NC_000962.3,,4217134,4218195,+,histidinol-phosphate aminotransferase,Amino acid transport and metabolism,P9WML5,Op2366
Rv3773c,Rv3773c,NC_000962.3,,4218241,4218825,-,hypothetical protein,Transcription,P72040,Op2367
Rv3774,echA21,NC_000962.3,,4218849,4219673,+,enoyl-CoA hydratase EchA21,Lipid transport and metabolism,P75019,Op2368
Rv3775,lipE,NC_000962.3,,4219685,4220932,+,lipase LipE,Defense mechanisms,P72041,Op2368
Rv3776,Rv3776,NC_000962.3,,4221089,4222648,+,hypothetical protein,Defense mechanisms,P72042,Op2369
Rv3777,Rv3777,NC_000962.3,,4222694,4223680,+,oxidoreductase,Energy production and conversion,P72043,Op2370
Rv3778c,Rv3778c,NC_000962.3,,4223699,4224895,-,aminotransferase,Amino acid transport and metabolism,P9WQ67,Op2371
Rv3779,Rv3779,NC_000962.3,,4224985,4226985,+,transmembrane protein,Function unknown,P72045,Op2372
Rv3780,Rv3780,NC_000962.3,,4226989,4227525,+,hypothetical protein,Function unknown,P9WKX3,Op2372
Rv3781,rfbE,NC_000962.3,,4227529,4228350,+,O-antigen/lipopolysaccharide ABC transporter ATP-binding protein RfbE,Carbohydrate transport and metabolism,P72047,Op2372
Rv3782,glfT1,NC_000962.3,,4228347,4229261,+,galactofuranosyl transferase GlfT,Function unknown,P9WMX3,Op2372
Rv3783,rfbD,NC_000962.3,,4229258,4230100,+,O-antigen/lipopolysaccharide ABC transporter permease RfbD,Carbohydrate transport and metabolism,P72049,Op2372
Rv3784,Rv3784,NC_000962.3,,4230256,4231236,+,dTDP-glucose 4%2C6-dehydratase,Cell wall/membrane/envelope biogenesis,P72050,Op2373
Rv3785,Rv3785,NC_000962.3,,4231320,4232393,+,hypothetical protein,No COG annotation,P9WKX1,Op2374
Rv3786c,Rv3786c,NC_000962.3,,4232374,4233597,-,hypothetical protein,Cell wall/membrane/envelope biogenesis,P9WKW9,Op2375
Rv3787c,Rv3787c,NC_000962.3,,4233610,4234536,-,S-adenosyl-L-methionine-dependent methyltransferase,Coenzyme transport and metabolism,P9WFH3,Op2375
Rv3788,Rv3788,NC_000962.3,,4234780,4235265,+,hypothetical protein,Transcription,P9WKW7,Op2376
Rv3789,Rv3789,NC_000962.3,,4235374,4235739,+,GtrA family protein,Function unknown,P9WMS9,Op2377
Rv3790,dprE1,NC_000962.3,,4235779,4237164,+,decaprenylphosphoryl-beta-D-ribose oxidase,Energy production and conversion,P9WJF1,Op2377
Rv3791,dprE2,NC_000962.3,,4237165,4237929,+,decaprenylphosphoryl-D-2-keto erythropentose reductase,Lipid transport and metabolism,P9WGS9,Op2377
Rv3792,aftA,NC_000962.3,,4237932,4239863,+,arabinofuranosyltransferase,Cell wall/membrane/envelope biogenesis,P9WN03,Op2377
Rv3793,embC,NC_000962.3,,4239863,4243147,+,arabinosyltransferase C,Cell wall/membrane/envelope biogenesis,P9WNL5,Op2377
Rv3794,embA,NC_000962.3,,4243233,4246517,+,arabinosyltransferase A,Cell wall/membrane/envelope biogenesis,P9WNL9,Op2377
Rv3795,embB,NC_000962.3,,4246514,4249810,+,arabinosyltransferase B,Cell wall/membrane/envelope biogenesis,P9WNL7,Op2377
Rv3796,Rv3796,NC_000962.3,,4249878,4251005,+,hypothetical protein,Function unknown,P72062,Op2378
Rv3797,fadE35,NC_000962.3,,4251085,4252866,+,acyl-CoA dehydrogenase FadE35,Lipid transport and metabolism,O53577,Op2379
Rv3798,Rv3798,NC_000962.3,,4252993,4254327,+,insertion sequence element IS1557 transposase,"Replication, recombination and repair",P9WKH7,Op2380
Rv3799c,accD4,NC_000962.3,,4254380,4255948,-,propionyl-CoA carboxylase subunit beta AccD,Lipid transport and metabolism,O53578,Op2381
Rv3800c,pks13,NC_000962.3,,4255945,4261146,-,polyketide synthase,"Secondary metabolites biosynthesis, transport, and catabolism",I6X8D2,Op2381
Rv3801c,fadD32,NC_000962.3,,4261153,4263066,-,long-chain-fatty-acid--AMP ligase FadD32,Lipid transport and metabolism,O53580,Op2381
Rv3802c,Rv3802c,NC_000962.3,,4263355,4264365,-,membrane protein,Function unknown,O53581,Op2381
Rv3803c,fbpD,NC_000962.3,,4264563,4265462,-,MPT51/MPB51 antigen,Function unknown,P9WQN7,Op2382
Rv3804c,fbpA,NC_000962.3,,4265642,4266658,-,diacylglycerol acyltransferase/mycolyltransferase Ag85A,Function unknown,P9WQP3,Op2383
Rv3805c,aftB,NC_000962.3,,4266953,4268836,-,terminal beta-(1->2)-arabinofuranosyltransferase,Cell wall/membrane/envelope biogenesis,O53582,Op2383
Rv3806c,ubiA,NC_000962.3,,4268925,4269833,-,decaprenyl-phosphate phosphoribosyltransferase,Coenzyme transport and metabolism,P9WFR5,Op2383
Rv3807c,Rv3807c,NC_000962.3,,4269840,4270337,-,decaprenylphosphoryl-5-phosphoribose phosphatase,Lipid transport and metabolism,P9WI53,Op2383
Rv3808c,glfT2,NC_000962.3,,4270366,4272279,-,galactofuranosyl transferase GlfT,Function unknown,O53585,Op2383
Rv3809c,glf,NC_000962.3,,4272276,4273475,-,UDP-galactopyranose mutase,Cell wall/membrane/envelope biogenesis,P9WIQ1,Op2383
Rv3810,pirG,NC_000962.3,,4273739,4274593,+,cell surface protein,No COG annotation,P9WIQ7,Op2384
Rv3811,Rv3811,NC_000962.3,,4274798,4276417,+,hypothetical protein,Cell wall/membrane/envelope biogenesis,Q79F96,Op2385
Rv3812,PE_PGRS62,NC_000962.3,,4276571,4278085,+,PE-PGRS family protein PE_PGRS62,Lipid transport and metabolism,L7N680,Op2386
Rv3813c,Rv3813c,NC_000962.3,,4278394,4279215,-,hypothetical protein,Function unknown,O07810,Op2387
Rv3814c,Rv3814c,NC_000962.3,,4279230,4280015,-,acyltransferase,Lipid transport and metabolism,O07809,Op2387
Rv3815c,Rv3815c,NC_000962.3,,4280033,4280788,-,acyltransferase,Lipid transport and metabolism,O07808,Op2387
Rv3816c,Rv3816c,NC_000962.3,,4280792,4281571,-,acyltransferase,Lipid transport and metabolism,O07807,Op2387
Rv3817,Rv3817,NC_000962.3,,4281647,4282402,+,phosphotransferase,"Translation, ribosomal structure and biogenesis",O07806,Op2388
Rv3818,Rv3818,NC_000962.3,,4282449,4283999,+,hypothetical protein,Inorganic ion transport and metabolism,P9WH21,Op2389
Rv3819,Rv3819,NC_000962.3,,4283996,4284331,+,hypothetical protein,No COG annotation,O07804,Op2389
Rv3820c,papA2,NC_000962.3,,4284419,4285825,-,trehalose-2-sulfate acyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",P9WIK7,Op2390
Rv3821,Rv3821,NC_000962.3,,4285973,4286686,+,integral membrane protein,Function unknown,O07802,Op2391
Rv3822,Rv3822,NC_000962.3,,4286721,4287935,+,hypothetical protein,Cell motility,O07801,Op2391
Rv3823c,mmpL8,NC_000962.3,,4288260,4291529,-,integral membrane transport protein MmpL8,Function unknown,P9WJU5,Op2392
Rv3824c,papA1,NC_000962.3,,4291639,4293174,-,acyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",P9WIK9,Op2393
